username,text,sentimen
Jacksyedabdul,@deadsilent_ Vaksin tak rosakkan badan. Ulamak dah keluarkan fatwa mengenai keharusan vaksin,p
awucak,"Selamat malam, selamat beristirahat. Besok mau dicium vaksin.",p
nenk_rismaa15,"@dkksemarang hallo saya pegawai non asn guru SD di kota semarang , saya ingin bertanya perihal kendala hal ini gmn yaa utk solusi nya ?? Pdhl data sudah d kirim sejak seminggu lebih.. Dan guru"" non asn lain sudah bisa utk ikut vaksin.. https://t.co/OwaioOzMi7",o
hadijrm,@twt_kelantan Sibuk hendak potong que vaksin ni kenapa? Vaksin ini cegah covid-19 tahu bukan cegah bodoh. Kalau dah tersedia bodoh tu vaksin awal ke lambat ke tetap akan bodoh.,o
brenn_dutt,Sigh me and my housemates homesick teruk ni skrg. Cepat la turun kes. Cepat la sampai turn dapat vaksin.,o
AlayMantan,Gak perlu suntikan vaksin corona perlunya suntikan dana,n
VicknesanAyapan,"@mkini_bm Beliau tak nafikan isu pokoknya. Cuma berkata kerajaan negeri tak campur tangan dlm penentuan senarai vaksin. Ini cubaan 'mengelak' yg klasik. Soalnya, adakah golongan 'bukan-frontliner' &amp; 'berkait-politik' termasuk dlm vaksinasi fasa 1. For God's sake speak with integrity, man!",o
dimasahfi,@IniKanjengMami @ArieKei2171 Sebagai tambahan... ada 2 varian virus pada kucing yg amat berbahaya... calici virus (parvo) menyerang pernafasan dan panleukopenia yg menyerang system imune (mirip HIV).. keduanya cuma bisa dicegah dengan vaksin dan menjaga kebersihan dan kesehatan kucing kita.,o
shyyfu,"cip dalam vaksin? tapi siapa je kisah pasal kau

takut kena control ngn cip? tapi apa talent kau sampai orang nak control kau?

takut mati sebab vaksin? asal? amalan x ckup ke?

cakap je la takut jarum",o
bangtanwithus,@biscuiitregal @savirrainnep @kochengfess Berarti kalo mau vaksin ke dokter aja?kalo rabies baru ke Puskeswan?,o
bangtanwithus,@biscuiitregal @savirrainnep @kochengfess Kalo vaksin yg biasanya buat kucing gaada ya kak?,o
dnnshazmi,apa benda berebut nak vaksin awal ni sampai potong queue <U+0001F923> haritu bukan main lagi antivax lah apa la,o
syazwanKhai,"@Yes_Ma_G oh vitamin c nak bagi putih rupanya. aku tengok jarum pon dah seriau, macam mana la vaksin nanti. ni relax jer siap drip sendiri. hahah.",o
sunmowri,@irregvllar Besok mau vaksin,p
AisSyah98,Tidak berlebihan jika apa yang dilakukan oleh Israel dalam menolak memberikan vaksin virus corona kepada tahanan palestina adalah bentuk “rasisme”,n
iqbalstiawann,Abis vaksin kok cepet laper yak <U+0001F605>,n
biscuiitregal,@bangtanwithus @savirrainnep @kochengfess jdi emg harus vaksin f3 dan vaksin f4 dulu baru bisa vaksin rabies,o
biscuiitregal,"@bangtanwithus @savirrainnep @kochengfess kalo vaksin lengkap gabisa ,hanya rabies aja
kucing juga vaksin rabies btw",o
biscuiitregal,"@bangtanwithus @savirrainnep @kochengfess iyaa bener itu kak, setauku vaksin bisa disitu tp hanya vaksin rabies aja",o
biscuiitregal,"@bangtanwithus @savirrainnep @kochengfess vaksin minimal 3bulan harus dalam keadaan bener2 sehat
vaksin rabies itu vaksin paling terakhir setelah f3&amp;f4",o
katzen_jammer,"Kasus covid di seluruh dunia sudah menurun drastis ya, dan CDC mengakui hal tersebut, bukan karena vaksin, bukan juga karena lockdown. Jadi sudah tidak ada alasan lagi untuk ketakutan, apalagi mempercayai mitos gila seperti OTG. Saatnya dunia kembali hidup normal. True Normal.",n
tonaytoni,"Berantas Hoaks Seputar Vaksin Covid-19 Jd Tanggungjawab Bersama. https://t.co/Gy4xp2P0NG

Hoaks tentang vaksin Covid-19 berpengaruh pada program vaksinasi yg sedang dijalankan.

#PasukanSemut
#JalinPersatuan
Cc.
@tjhinfar21
@kianinara1
@Semut2Semut
@ketanminis
@bang_akbar84
<U+0001F503><U+0001F496>",o
tonaytoni,"@gorengan_27 @tjhinfar21 @kianinara1 @Semut2Semut @ketanminis @bang_akbar84 Berantas Hoaks Seputar Vaksin...!!!

#PasukanSemut
#JalinPersatuan https://t.co/jKqb0z7dXE",o
MZAusj,"@drmusanordin @penarikbeca Kes2 adverse effect pd vaksin jgn tak masuk senarai ye.

https://t.co/yvdKdlXhCY https://t.co/vtsqyrVN9d",o
MZAusj,"@SivaMYS @daunforyou_ @fareast231217 @drmusanordin @drzul_albakri Scientists pun tak tahu berapa lama immunity dgn vaksin bertahan sebab belum cukup masa dibuat trial.
Imuniti utk natural Covid infection adalah 7 bulan minima. Sila google.",o
mmiihh_,Harap vvip yang potong que untuk ambil vaksin mampus cepat.,o
JeffrySuteja,@Kariant45149454 @susipudjiastuti Lho vaksin tidak vaksin ada kemungkinan terkena yg varian baru.,o
chilopap_,@babyboyyy_ Vaksin rabies udah,o
babyboyyy_,Ada yg udah di suntik vaksin?,o
ahmadiyekwam,@KemenkesRI Besok dan seterusnya akan lbh kecil smp 0 Krn ngk ada tracing dan test lg semua fokus vaksin..,o
thashfaz,Dalam2 byk2 yg tolak vaksin ada jugak yg nk potong queue mendahulukan diri drp frontliners. Smh,o
razakzainal2,@rafidah72 @Khairykj Contoh yg terbaik dan terdekat... Ada kah semua front liners di Kedah sudah di vaksin? https://t.co/JiA54N28F9,o
razakzainal2,"@bernamadotcom @Khairykj @JKJAVMY @KKMPutrajaya @officialmosti @MKNJPM Time nak dapat vaksin, dia terpaling front of the line. https://t.co/uLQnsH0PnV",o
apfia_raharja,HPV adalah salah satu vaksin yang paling atit menuyutkuuuuu <U+0001F62D><U+0001F643> https://t.co/MNdq5yK8IH,n
ZulkamalMurad,kalau taknak vaksin pun tak payah lah cakap macam macam duf,o
pmerieap,"@monkicwanki Lucu iki nang kene wes entuk tanggal vaksin, jare di seluruh faskes terdaftar, bareng takon faskes seng terdaftar eh faskes e ga ngerti :""

Nek ndarjo, yulya cerito jarene wes emosyi karo dink*es ndarjo <U+0001F92D>",n
VionanAmin,"#poverty #kemiskinan #keadilan #keadilanvaksin #vaksinyangadil 

Apakah negara miskin mendapatkan Keadilan vaksin? https://t.co/f6RViRN2No",o
fakrulheidi,"Puak2 bodoh tu sibuk nak cucuk vaksin awal, nak potong queue frontliners. Padahal kerja tak buat, tahu buncitkan perut. Frontliners bergadai nyawa, si bodoh tu semua sibuk nak selamatkan nyawa sendiri ngan konco2 dia. Jimbit.",o
kamikaze_sniper,@Khairykj akan guna vaksin Sinovac dan Astrazeneca. ok. mohon NPRA luluskan untuk KJ https://t.co/0xBQALPZ1y,o
syahmisj,Bilalah boleh dapat vaksin ni... https://t.co/XuIvIOwAnc,o
captureby_zk,@fazrinafahmi @khairul_hafidz U ptut kena tau politician yg jadi yb adalah frontliners jgk.. Mereka mmg ade dlm list utk terima vaksin..,o
triyatno_yayat,"@ngiinet @tirta_hudhi Koruptor blm di vaksin smua,mahasiswa ntar ntaran aje..",o
psikosong,@FaktaBukanAuta @Rohainida Sekali lagi aku doakan VVIP yang tiada kaitan langsung dengan frontliners tiba-tiba menempel potong queue vaksin mati terus masuk neraka.,o
jimsboss,KJ menteri pun taknak amik vaksin selagi tak diluluskan. Apalah sangat aku yang taktau apa ni. Lagi lah takmau ambik awal awal ni,o
CindeYogya,"Sementara banyak negara belum mendapatkan, sudahkah kita sebagai warga negara  bersyukur dg adanya vaksin Gratis untuk Seluruh Rayat Indonesia?. @Syarman59 @jokowi @kangdede78 @tannusantara @PeterGontha @Dennysiregar7 @kompascom https://t.co/S5Y4Bws6yi",p
ediedot108,"@tioharimurtie Buat pemerintah mohon Waloni jangan di vaksin,agar dapat merasakan dampaknya.
Orang kurang waras.",p
Nonanana861,@daffa_fais Nah..itulah manfaatnya pemeriksaan kesehatan dan vaksin pranikah bray..,o
nyctophild,Ok tidur besok gue vaksin anjir,o
urfntac,@friskyponyy bukan aku. ada sodara dan tetangga yg udah di vaksin,o
matchadang0,Kepo jahe bakal sekalem ini ga ya pas vaksin entar? https://t.co/kyfyxrwTWU,o
geurae_naya,"@pidoggssy jadwalku masih tgl 15 si<U+0001F44D><U+0001F3FB>
tp mulai besok dah ada pegawai yg vaksin jd pasti bakal denger cerita2
hadoh jadi kepikiran kan <U+0001F97A>",o
a_hayyi,Kuala Lumpur: Ahli Parlimen Kinabatangan Datuk Seri Bung Moktar Radin menawarkan diri menjadi bahan uji vaksin Covid-19 di Malaysia bagi menyahut saranan ahli politik perlu menjadi golongan pertama disuntik vaksin itu.,o
afiqimran95,Nak minta izin nak jadi sukarelawan vaksin .... https://t.co/s5wyUS2Ggl,o
aakiiib,Tak kisah sikit ke apa. Tapi pfizer khas org vip je. Mcm negara kaya. Dia utamakan negara kaya. Kita pon sama. Utamakan org vip. So kesimpulan kau backup golongan tu mcmner pun kau tetap guna vaksin biasa. Kalo ada byran utk backup. Dm <U+0001F923><U+0001F923><U+0001F92D><U+0001F92D>. Myb ubah fikiran https://t.co/dKbm5z8ftv,o
haruwooto,"mau cerita... jd sekolahan ku ada rencana staff nya tuh pada di vaksin gt, kemarin baru suruh kirim2 data nya.. trs td bapak ku tau... dia kek ga setuju gt kalo gw di vaksin2 wkwkwk",n
haruwooto,@geurae_naya ihh tuhkan<U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D><U+0001F62D> kalo km duluan yg di vaksin ksh testimoni yaahhh wkwkwk,o
sashadipraja,"@thedufresne @savicali kalo perjalanan dinas LN dikurangi, belom tentu kita dpt vaksin, blm tentu kita jd anggota tdk tetap DK PBB, belum tentu kita bisa mendamaikan rohingya myanmar, dll dll",o
wannywarry91,Kalau malas makan ubat demam boleh buh koyok. Kalau malas cucuk vaksin Covid 19 tak boleh ke buh koyok juga? <U+0001F61C> https://t.co/ZryWaP9DjX,o
danishbangbang,@amrkemal Ini semua salah vaksin<U+0001F621>,n
tipaaaang,"Bicara vaksin,.. sekarang di daerah rumahku udh bisa daftar vaksin ke RTnya, nanti diarahin ke RS. Huhehue ntar jdi titan apa yah abis divaksinn...",n
BlinkeuB,@rafidah72 @Khairykj Vaksin dah tunjukkan siapa virus sebenarnya <U+0001F60F><U+0001F60F><U+0001F60F>,o
MohdtarmiziIsm3,@DGHisham assalamualaikum.dr saya bekas pesakit covid Dan saya ada sedikit masaalah jantung Serta athma bolehkah saya ambil vaksin,o
pesalkt,"Baloh vaksin plok, bahang blake ah nk sngat kn",o
valentin10,COVID-19 : Ini maklumat vaksin Sinovac di Malaysia yang perlu anda tahu https://t.co/ltOCmWesRE,o
Saputra0898,"@afrkml Biasa aja sama vaksinnya, soalnya udah keburu takut sama jarumnya <U+0001F62D> tapi Alhamdulillah udah selesai vaksin tahap 2",p
jokbelakang,"Oh iya, Vaksin Drive-thru ini yang pertama di Indonesia dan Asia Tenggara, loh. . . Keren yak. . . 
Semoga nanti bisa lanjut ke tempat yang lainnya <U+2764><U+FE0F><U+2764><U+FE0F>",p
mojomoci,"@renabellax Yaa dari awal makanya cuma ku mau quote sih kak, soalnya aku cuma setuju sama pov nya dia kalau pov orang2 terhadap covid itu salah. Bukan berarti kita bebas utk lakuin apa aja walaupun sudah swab, swab itu bukan vaksin yang bisa bunuh virus.",p
lolabusu,"@ferdiriva Habis vaksin pertama kamis kemarin dok, sabtu hingga tadi sore demam plus mual dan diare. Ini reaksi kipi atau malah terinfeksi ya dok? <U+0001F62D><U+0001F64F><U+0001F3FB>",n
_kvsha__,"Kenapa laa golongan pemimpin ni kan xberhati perut kesian kat frontliners, dh laa hari2 bertarung nyawa, xde cuti, xdpt jumpa family..sekian lama tngu vaksin bilaa nk dpt ehh tetiba queue kena potong sbb nak bagi pemimpin duluu..",o
ramzdhanmasdar,"@suhazeli Statement from RCOG which make total sense Dr.. klu x bagi kepada manusia, bila nak tahu iya selamat atau x kan? Basisnya dah ada, vaksin influenza selamat diambil...i will let the scientist decide. https://t.co/yiUjvhaZFj",o
BerlinYumame,"Pemprov Papua Barat Sukses Distribusikan Vaksin

#Vaksin https://t.co/4bxROwodkn",o
amirulafique,"Apa benda lah malaysia ni, dari kecik amik makanan dekat kantin, beli tiket bola, naik bas, naik tren, jadi menteri, sampai vaksin pun nak potong memotong <U+0001F605>",o
ance_top,"Lama2 koq aneh aja lihat ada orang yg masih pake masker.
Koq kayaknya masker symbol kebodohan dan vaksin symbol  takluk ya....",o
azriiazmii,"@hakim_alawi88 Maxam jauh pergi tu. Faktor apa yang boleh buat turun lagi tu. Sebab vaksin Johnson, US conquer ke",o
odas_g,"gaada angin gaada hujan tiba"" dpt jadwal vaksin pertama",o
anilasundari,"@catrescuedotid Yang steril baru 2 min, dan yang di vaksin baru separuhnya, karena jujur saja, ibunya kekurangan biaya, apalagi saya dengar anakny2 belum bekerja lagi semenjak pandemi dan bu icha belum buka usaha kateringnya lagi.. tadinya biaya masih dibackup dari hasil katering dan gaji anakny",o
AcapTajuddin,Aku x paham.. Depa kata guru yg ada penyakit kronik diutamakan cucuk vaksin tp kkm keluarkan individu ada penyakit kronik x digalakkan amek..,o
RumbiakP,"Pemprov Papua Barat Sukseskan Distribusikan Vaksin Ke 13 Kabupaten/Kota Di Papua Barat

#VaksinUntukKita https://t.co/aZQZPgBxBP",p
jeffrysaputra23,"ribetnya urip di era pandemi iki jauh sebelum vaksin alhamdulilah badan sehat wal afiat selalu terus pasca vaksin moro awak tumbang
niat hati sharing sama dokter ybs malah disarankan swab &amp; pcr tes
lalu fungsi vaksin apa ?
kok ya tetep ending endingnya swab lagi pcr tes lagi <U+0001F974>",n
tribunbanten,"Vaksin AstraZeneca Tiba di Indonesia dan Siap Didistribusikan, Ini Perbedaan dengan Vaksin Sinovac
 
https://t.co/8MqzgXOOAm via @tribunbanten",p
tribunbanten,"Bupati Serang Ratu Tatu Sembuh dari Covid-19 dalam Hitungan Hari, Dinkes: Vaksin Percepat Kesembuhan
 
https://t.co/i3PKFiBwEr via @tribunbanten",p
tribunbanten,"Seberapa Efektif Vaksin Covid-19 Melawan Varian Baru Virus Corona? Berikut Penjelasannya
 
https://t.co/5f1Q7ZEVoD via @tribunbanten",p
tribunbanten,"Satgas Covid-19 Tegaskan Sindikat Vaksin Covid-19 Palsu Tidak Ditemukan di Indonesia
 
https://t.co/CTikNu2YCl via @tribunbanten",p
tribunbanten,"Guru di Kota Tegal Tewas Setelah Vaksin Covid-19, Begini Penjelasan Dinas Kesehatan
 
https://t.co/OgOh5lVqxl via @tribunbanten",n
tribunbanten,"Mengenal Vaksin Covid-19 Anhui Longcom, Buatan Tiongkok Uji Klinis di Indonesia
 
https://t.co/VS3Da8L2nW via @tribunbanten",o
tribunbanten,"Jaksa Agung RI Tegaskan Para Tahanan Juga Akan Dapat Jatah Vaksin Covid-19 : Mereka Punya Hak Hidup
 
https://t.co/G2tti7Y6by via @tribunbanten",p
sobat_jokowi,"Alhandulillah Vaksin Covid-19 tahap keenam tiba di Indonesia. Kali ini, sebanyak 1,1 juta dosis vaksin Corona AstraZeneca mendarat di Indonesia. https://t.co/CSVTAcVV61",p
sobat_jokowi,Banggaa.... Indonesia termasuk negara yang warganya tercepat mendapat vaksin covid19 https://t.co/D7EHp85GZ2,p
sobat_jokowi,Vaksin merah putih bentuk sumbangsih Indonesia di Kecamatan Global https://t.co/QBLFmnhRP3,p
sobat_jokowi,Semoga selalu sehat setelah di vaksin ya nek. Inilah alasan lansia perlu rentan 28 hari untuk vaksin covid 19 kedua https://t.co/cSXu5J79CH,p
sobat_jokowi,"Indonesia kembali menerima pengiriman dosis vaksin Covid-19. Pada Senin, 8 Maret 2021, sebanyak 1,1 juta dosis vaksin yang diperoleh melalui skema kerja sama multilateral tiba di Bandara Internasional Soekarno-Hatta, Tangerang, sekira pukul 17.45 WIB. https://t.co/iqSORuKRqK",p
Asma_mumtazah,"Duh! 18 Orang Dilarikan ke RS Usai Suntik Vaksin Sinovac

https://t.co/D9BUhs4w7j",p
DessitaSaradina,Pemerintah kembali mendatangkan vaksin COVID-19 untuk keperluan pelaksanaan vaksinasi bagi masyarakat Indonesia #SemangatPulihkanNegeri #DITA https://t.co/RGnEzOibSb,p
cimoy125,"Kementerian Kesehatan telah mengalokasikan sebanyak 1.500 vaksin untuk para atlet, tenaga pelatih, dan juga pendukung lainnya #SemangatPemulihanNegeri #ASongForYou https://t.co/FECSbgKZxl",p
cimoy125,Tercatat ada sekitar 29 anggota DPRD Depok yang telah disuntik Vaksin Sinovac #SemangatPulihkanNegeri #DITA https://t.co/fkLy9dKHIh,p
cimoy125,"""Vaksin ini perlu karena saya sering bertugas keluar kota untuk menjalankan amanah Bapak Presiden dan bertemu banyak orang."" #SemangatPulihkanNegeri #DITA https://t.co/i6qo5FWdyO",p
cimoy125,Jenis Vaksin Pemerintah Dan Gotong Royong Berbeda Untuk Menghindari Kebocoran #StrategiPulihkanBangsa #LihatDenganJernih https://t.co/4L00yLsJp3,p
cimoy125,"""Vaksin ini perlu karena saya sering bertugas keluar kota untuk menjalankan amanah Bapak Presiden dan bertemu banyak orang."" #SemangatPulihkanNegeri #DITA https://t.co/3LA7xcBRZu",p
cimoy125,"Semester kedua, ratusan juta vaksin harus disuntikkan ke sekitar 100 jutaan masyarakat Indonesia #SemangatPulihkanNegeri #DITA https://t.co/K0eSW5Sont",p
cimoy125,Diperkirakan akan ada 80 - 90 juta dosis vaksin yang akan disuntikkan di Indonesia hingga Juni 2021 #SemangatPulihkanNegeri #DITA https://t.co/qljwSEeMJ9,p
cimoy125,Pemerintah kembali mendatangkan vaksin COVID-19 untuk keperluan pelaksanaan vaksinasi bagi masyarakat Indonesia #SemangatPulihkanNegeri #DITA https://t.co/af7ffiqMRR,p
BanniNoor,"Indonesia dinilai sanggup memproduksi vaksin berkualitas, tetapi tetap menjaga kehati-hatian #SemangatPulihkanNegeri #DITA https://t.co/FQVpF1yXR0",p
BanniNoor,Vaksin ini penting untuk daya tahan tubuh sehingga diharapkan semua kalangan dapat melaksanakannya agar terhindar dari COVID-19 #SemangatPulihkanNegeri #DITA https://t.co/Y2aGjdc5CD,p
BanniNoor,Lestari Moerdijat menghargai kepercayaan Tiongkok yang mendukung Indonesia sebagai pusat vaksin Covid 19 untuk kawasan Asia Tenggara #SemangatPulihkanNegeri #DITA https://t.co/jxGDLh5Jxr,p
BanniNoor,"Semester kedua, ratusan juta vaksin harus disuntikkan ke sekitar 100 jutaan masyarakat Indonesia #SemangatPulihkanNegeri #DITA https://t.co/jOQTal8TCr",p
BanniNoor,"Bambang Soesatyo, menegaskan bahwa tidak ada efek samping serius yang dialami oleh orang yang sudah divaksin karena vaksin tersebut sudah terjamin kehalalan dan keamanannya #SemangatPemulihanNegeri #ASongForYou https://t.co/JCfxLXoisG",p
BanniNoor,"""Saya bersyukur Indonesia menjadi salah satu negara yang bisa memperoleh dosis vaksin."" #SemangatPulihkanNegeri #DITA https://t.co/gKM2o4FVdg",p
BanniNoor,"Indonesia dinilai sanggup memproduksi vaksin berkualitas, tetapi tetap menjaga kehati-hatian #SemangatPulihkanNegeri #DITA https://t.co/wKdVy3cnDY",p
Nazrul_Osman,@KKMPutrajaya Tapi tetap akan ada yg potong barisan. Better xperlu daftar klu asyik nk potong barisan sja. KKM staff belum semua dpt vaksin lg tapi golongan VVIP yg melebih. Sedih sguh tgk pasukan vaksin Malaysia.,p
runov_89,Sukseskan Program Vaksinasi Covid 19 Lanud RSA Vaksin Para Perwiranya https://t.co/zY14G4GbRO https://t.co/fRfBUPPA1H,p
nando_kitting,Sukseskan Program Vaksinasi Covid 19 Lanud RSA Vaksin Para Perwiranya https://t.co/muXLtsZkw4 https://t.co/mv9zdT3pLL,p
andrian16477022,Vaksin Nusantara Berpeluang Jadi Solusi Hadapi Mutasi Virus Corona #StrategiPulihkanBangsa #LihatDenganJernih https://t.co/HUtXjzRgqN,p
andrian16477022,"Bambang Soesatyo, menegaskan bahwa tidak ada efek samping serius yang dialami oleh orang yang sudah divaksin karena vaksin tersebut sudah terjamin kehalalan dan keamanannya #SemangatPemulihanNegeri #ASongForYou https://t.co/1t40T143Lt",p
andrian16477022,Vaksin ini penting untuk daya tahan tubuh sehingga diharapkan semua kalangan dapat melaksanakannya agar terhindar dari COVID-19 #SemangatPulihkanNegeri #DITA https://t.co/2bGFFuY97E,p
andrian16477022,Diperkirakan akan ada 80 - 90 juta dosis vaksin yang akan disuntikkan di Indonesia hingga Juni 2021 #SemangatPulihkanNegeri #DITA https://t.co/MyMIVhJqOH,p
ayojakartacom,"Tiba di Indonesia, Seberapa Ampuh Vaksin AstraZeneca Cegah Covid-19? - https://t.co/2I5iP4VRWH https://t.co/sCJ3TUjfVZ",p
ayojakartacom,2.282 Purnawirawan Polri Disuntik Vaksin Covid-19 - https://t.co/2I5iP4VRWH https://t.co/A58bSs44DQ,p
ayojakartacom,BPOM Keluarkan Izin Penggunaan Darurat Vaksin AstraZeneca - https://t.co/2I5iP4VRWH https://t.co/6aGISJcIBj,p
ayojakartacom,BPOM : Vaksin Covid-19 AstraZeneca Boleh Disuntik pada Lansia - https://t.co/2I5iP4VRWH https://t.co/jMY9DZ6NBH,p
ayojakartacom,"Punya Riwayat Alergi Obat, Boleh Vaksin Covid-19 Nggak? - https://t.co/2I5iP4VRWH https://t.co/65Uvs9NTds",p
ayojakartacom,"Baru Dapat Izin BPOM, Ini Beda Vaksin Covid-19 AstraZeneca dengan Sinovac - https://t.co/2I5iP4VRWH https://t.co/QTeXEKn01X",p
alice38678887,"Bambang Soesatyo, menegaskan bahwa tidak ada efek samping serius yang dialami oleh orang yang sudah divaksin karena vaksin tersebut sudah terjamin kehalalan dan keamanannya #SemangatPemulihanNegeri #ASongForYou https://t.co/llkMeAW1yI",p
alice38678887,Jumlah 1.113.600 vaksin ini adalah bagian awal dari batch pertama pemberian vaksin melalui jalur multilateral COVAX Facility #SemangatPulihkanNegeri #DITA https://t.co/RJaUw2FtJi,p
alice38678887,"""Vaksin ini perlu karena saya sering bertugas keluar kota untuk menjalankan amanah Bapak Presiden dan bertemu banyak orang."" #SemangatPulihkanNegeri #DITA https://t.co/N6OKwh9ggd",p
alice38678887,Lestari Moerdijat menghargai kepercayaan Tiongkok yang mendukung Indonesia sebagai pusat vaksin Covid 19 untuk kawasan Asia Tenggara #SemangatPulihkanNegeri #DITA https://t.co/B5CM1r2clR,p
alice38678887,Pemerintah kembali mendatangkan vaksin COVID-19 untuk keperluan pelaksanaan vaksinasi bagi masyarakat Indonesia #SemangatPulihkanNegeri #DITA https://t.co/M7oneZBlU9,p
alice38678887,Fasilitas COVAX adalah kerja sama multilateral untuk memastikan semua orang di dunia akan menerima vaksin COVID-19 #SemangatPulihkanNegeri #DITA https://t.co/xXIdUJL6ak,p
alice38678887,"Sebagai seorang ilmuwan, seharusnya dapat membantah atau menyempurnakan Vaksin Nusantara berdasarkan penelitian sehingga menjadi kontribusi yang produktif bagi upaya bangsa Indonesia keluar dari pandemi #StrategiPulihkanBangsa #LihatDenganJernih https://t.co/v4nWVBeKOT",p
alice38678887,"""Vaksin ini perlu karena saya sering bertugas keluar kota untuk menjalankan amanah Bapak Presiden dan bertemu banyak orang."" #SemangatPulihkanNegeri #DITA https://t.co/vCFAopSdN1",p
alice38678887,"Kementerian Kesehatan telah mengalokasikan sebanyak 1.500 vaksin untuk para atlet, tenaga pelatih, dan juga pendukung lainnya #SemangatPemulihanNegeri #ASongForYou https://t.co/jqrrlgvqot",p
AgendaAWANI,"Bagaimana ujian klinikal vaksin #COVID19 dijalankan bagi menguji tahap keberkesanannya? Diskusi @nazrikh bersama Dr. Akhmal Yusof, Ketua Pegawai Eksekutif Clinical Research Malaysia (CRM) dalam #AgendaAWANI jam 9 mlm ini di @501Awani https://t.co/QhriGOkhbu",p
PutrantoDeden,"@suharti_nur Semoga aja ya proses vaksinisasi ini berjalan dgn lancar dan kita semua segera mendapatkan vaksin 

#UpayaLawanPandemi #VaksinUntukKita",p
PutrantoDeden,"@GekmaRenata Masa sih masih takut divaksin? Hehe dah tau vaksin aman banget 

#UpayaLawanPandemi #VaksinUntukKita",p
PutrantoDeden,"Saat ini kita semua sedang menunggu vaksin gratis yang sudah disediakan pemerintah yah gaes, jadi sabar aja kita semua pasti kebagian kok hehe 

#UpayaLawanPandemi #VaksinUntukKita https://t.co/QRxxizYLDH",p
PutrantoDeden,"Nah sobatku Dgn datangnya vaksin AstraZeneca ini merupakan buah diplomasi multilateral yg dilakukan oleh pemerintah kita. 

#UpayaLawanPandemi #VaksinUntukKita https://t.co/pA71WRa0aM",p
WSuparmo,@budimandjatmiko @tolakbigotnkri Plintiran  istilah ahli sejarah Indonesia.Belanda tidak membonceng Inggris tetapi memang anggota SEKUTU( ABDA).Kemenangan Sekutu temasuk kemenangan Belanda.Begitu memang sejarahnya..Kiriman vaksin Ke2 bisa dbawa pesaawat GARUDA karena dari Eropa. Pak Djat kok bisa sentimenbegitu?,p
infoKALTENG,100 Orang Disuntik Vaksin Covid per Hari di Sukamara https://t.co/Ijs9gVJFxw,p
beritasampit1,100 Orang Disuntik Vaksin Covid per Hari di Sukamara https://t.co/veRp6gbQjH,p
vvigna46,"@kamayNewsMPB @BuletinTV3 PM baru ambil 1 dos vaksin.. dah boleh keluar negara ke?
Bukankah sepatutnya pasport vaksin hanya diberi jika melengkapkan 2 dos vaksin.",p
beritasampit_id,"##BeritaSampit
100 Orang Disuntik Vaksin Covid per Hari di Sukamara https://t.co/zo2KYR0qyU SUKAMARA - Untuk mengejar target capaian vaksinasi covid-19, Dinas Kesehatan Sukamara menargetkan pelaksanaan vaksin ... https://t.co/sOuKwsv59s",p
beritasampit_id,"##BeritaSampit
Wartawan Sukamara Vaksinasi Covid-19 https://t.co/n8HKK3fHdM  

SUKAMARA - Insan pers atau wartawan di Kabupaten Sukamara menjalani vaksinasi covid-19. Penyuntikan vaksin dilakukan di UPTD Puskesmas Sukamara p... https://t.co/Tj6xFT5ZSH",p
opsiin,"Vaksin AstraZeneca Bisa Dipakai, Efek Sampingnya: Nyeri hingga Muntah – Idntimes https://t.co/BWrfGpKGl6",p
opsiin,BPOM: Negara berpopulasi muslim juga izinkan vaksin AstraZeneca – https://t.co/7FXdJ5vHRF https://t.co/yS8y4b1GsE,p
opsiin,"BREAKING BPOM: Efikasi Vaksin COVID-19 AstraZeneca 62,1 Persen https://t.co/N3k8dMoh01",p
opsiin,Bio Farma Gandeng Perbankan untuk Datangkan Vaksin Covid-19 Semua Halaman | merdeka https://t.co/jqK7s1k10y,p
opsiin,BPOM resmi terbitkan izin penggunaan darurat Vaksin AstraZeneca – https://t.co/YmuqGAjM3l https://t.co/djUW7CmoMF,p
opsiin,"Vaksin AstraZeneca Bisa Dipakai, Efek Sampingnya: Nyeri hingga Muntah – Idntimes – https://t.co/hkT7QR2QRC https://t.co/LjkIxohTAS",p
opsiin,Bio Farma Sebut 140 Juta Dosis Bahan Baku Vaksin Sinovac Segera Masuk ke RI Semua Halaman | merdeka https://t.co/JVgWQf4yHU,p
opsiin,[BREAKING] BPOM Beri Izin Penggunaan Darurat Vaksin AstraZeneca – Idntimes – https://t.co/qPdb3EbHZj https://t.co/d5z3xbDNZD,p
opsiin,Studi: Vaksin Corona Sinovac Kurang Ampuh Lawan Varian Baru Corona Brasil – detikHealth – https://t.co/vpSkjB6trO https://t.co/L3PMvWVG9f,p
opsiin,Studi: Vaksin Corona Sinovac Kurang Ampuh Lawan Varian Baru Corona Brasil – detikHealth https://t.co/aS4mo3eTBz,p
opsiin,Pengembangan Vaksin Merah Putih Hampir 100 Persen | Republika Online https://t.co/SwzB7TKd5V,p
opsiin,RI Dapat 100 Juta Dosis Vaksin COVID-19 dari AstraZeneca dan Pfizer- Idntimes https://t.co/MywKTRrtni,p
